"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"36834","Robertson,D.L.","Hahn,B.H.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"36927","Robertson,D.L.","Gao,F.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"43643","Allen,S.","Shaw,G.M.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"43734","Allen,S.","Hahn,B.H.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"43827","Allen,S.","Gao,F.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"50534","Shaw,G.M.","Hahn,B.H.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"50627","Shaw,G.M.","Gao,F.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"57327","Hahn,B.H.","Gao,F.",2000,"Submitted (11-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"1109","Gao,F.","Li,Y.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"293","Gao,F.","Trask,S.A.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"376","Gao,F.","Chen,Y.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"471","Gao,F.","Kostrikis,L.G.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"556","Gao,F.","Ho,D.D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"656","Gao,F.","Oh,M.-D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"748","Gao,F.","Willey,R.L.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"882","Gao,F.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"928","Gao,F.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"1016","Gao,F.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"1121","Gao,F.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"7683","Li,Y.","Trask,S.A.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"7767","Li,Y.","Chen,Y.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"7863","Li,Y.","Kostrikis,L.G.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"7955","Li,Y.","Ho,D.D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"8051","Li,Y.","Oh,M.-D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"8146","Li,Y.","Willey,R.L.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"8236","Li,Y.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"8331","Li,Y.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"8418","Li,Y.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"8516","Li,Y.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15066","Trask,S.A.","Chen,Y.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15163","Trask,S.A.","Kostrikis,L.G.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15255","Trask,S.A.","Ho,D.D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15351","Trask,S.A.","Oh,M.-D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15444","Trask,S.A.","Willey,R.L.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15535","Trask,S.A.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15628","Trask,S.A.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15716","Trask,S.A.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"15812","Trask,S.A.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"22363","Chen,Y.","Kostrikis,L.G.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"22455","Chen,Y.","Ho,D.D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"22551","Chen,Y.","Oh,M.-D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"22644","Chen,Y.","Willey,R.L.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"22735","Chen,Y.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"22828","Chen,Y.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"22916","Chen,Y.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"23012","Chen,Y.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"29555","Kostrikis,L.G.","Ho,D.D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"29651","Kostrikis,L.G.","Oh,M.-D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"29744","Kostrikis,L.G.","Willey,R.L.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"29835","Kostrikis,L.G.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"29928","Kostrikis,L.G.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"30016","Kostrikis,L.G.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"30112","Kostrikis,L.G.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"36651","Ho,D.D.","Oh,M.-D.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"36744","Ho,D.D.","Willey,R.L.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"36835","Ho,D.D.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"36928","Ho,D.D.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"37016","Ho,D.D.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"37112","Ho,D.D.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"43644","Oh,M.-D.","Willey,R.L.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"43735","Oh,M.-D.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"43828","Oh,M.-D.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"43916","Oh,M.-D.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"44012","Oh,M.-D.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"50535","Willey,R.L.","Tropet,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"50628","Willey,R.L.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"50716","Willey,R.L.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"50812","Willey,R.L.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"57328","Tropet,M.","Mulanga,C.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"57416","Tropet,M.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"57512","Tropet,M.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"64016","Mulanga,C.","Hahn,B.H.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"64112","Mulanga,C.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"70612","Hahn,B.H.","Peeters,M.",2000,"Submitted (12-JUL-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"1122","Salminen,M.O.","Ehrenberg,P.K.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"294","Salminen,M.O.","Mascola,J.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"377","Salminen,M.O.","Dayhoff,D.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"472","Salminen,M.O.","Merling,R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"557","Salminen,M.O.","Blake,B.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"657","Salminen,M.O.","Louder,M.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"749","Salminen,M.O.","Hegerich,S.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"883","Salminen,M.O.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"929","Salminen,M.O.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"1017","Salminen,M.O.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"1123","Salminen,M.O.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"1216","Salminen,M.O.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"7684","Ehrenberg,P.K.","Mascola,J.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"7768","Ehrenberg,P.K.","Dayhoff,D.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"7864","Ehrenberg,P.K.","Merling,R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"7956","Ehrenberg,P.K.","Blake,B.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"8052","Ehrenberg,P.K.","Louder,M.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"8147","Ehrenberg,P.K.","Hegerich,S.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"8237","Ehrenberg,P.K.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"8332","Ehrenberg,P.K.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"8419","Ehrenberg,P.K.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"8517","Ehrenberg,P.K.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"8612","Ehrenberg,P.K.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15067","Mascola,J.R.","Dayhoff,D.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15164","Mascola,J.R.","Merling,R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15256","Mascola,J.R.","Blake,B.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15352","Mascola,J.R.","Louder,M.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15445","Mascola,J.R.","Hegerich,S.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15536","Mascola,J.R.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15629","Mascola,J.R.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15717","Mascola,J.R.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"15813","Mascola,J.R.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"1597","Mascola,J.R.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"22364","Dayhoff,D.E.","Merling,R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"22456","Dayhoff,D.E.","Blake,B.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"22552","Dayhoff,D.E.","Louder,M.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"22645","Dayhoff,D.E.","Hegerich,S.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"22736","Dayhoff,D.E.","Polonis,V.R.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"22829","Dayhoff,D.E.","Birx,D.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"22917","Dayhoff,D.E.","Robb,M.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"23013","Dayhoff,D.E.","McCutchan,F.E.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
"2317","Dayhoff,D.E.","Michael,N.L.",2000,"Submitted (11-JUL-2000) Dept. of Molecular Diagnostics and	Pathogenesis, Walter Reed Army Institute of Research, 1600 E. Gude	Drive, Rockville, MD 20850, USA","Human immunodeficiency virus 1","Viruses",11676
